frequency_hz,phase_deg,magnitude_ohm
1007040.48485,85.725699742,82.4082017344
1010070.72727,85.9615533649,82.4216940536
1013100.9697,86.5664282532,82.629839617
1016131.21212,85.9619281704,83.3476156317
1019161.45454,85.8519278191,83.7822918113
1022191.69697,86.7399996124,84.3411546986
1025221.93939,85.4557468001,85.2362045771
1028252.18182,85.7773095266,85.2275334606
1031282.42424,86.1468523152,84.6630024498
1034312.66667,85.9732057375,87.1675675118
1037342.90909,86.2984672425,86.7317818957
1040373.15152,86.62761315,88.1264655048
1043403.39394,86.6674305849,87.5414898229
1046433.63636,85.816473099,87.977961038
1049463.87879,85.1972081412,88.5809693067
1052494.12121,85.8746384861,88.9107010182
1055524.36364,86.2040364741,89.353649911
1058554.60606,86.2519313672,90.1757717183
1061584.84848,86.1769143329,90.6343093813
1064615.09091,86.2929272864,91.4039779821
1067645.33333,85.6030639145,91.7241380855
1070675.57576,86.5706193245,91.7126193604
1073705.81818,86.3077164191,92.6066644789
1076736.06061,86.3790016314,92.5236765546
1079766.30303,86.6104590645,93.0420738497
1082796.54545,86.2576193082,93.7762466049
1085826.78788,86.9796575844,96.7972697895
1088857.0303,86.5005707589,94.3425885763
1091887.27273,86.4302416071,95.7081994933
1094917.51515,87.3967825946,96.0177866727
1097947.75758,86.5576825253,95.6994904556
1100978,86.4853374072,96.0792379763
1104008.24242,87.0729235044,96.4439298961
1107038.48485,86.5069427786,97.2043102883
1110068.72727,86.47595991,97.9362707956
1113098.9697,85.9694839853,97.4763476972
1116129.21212,86.5015175087,98.505756435
1119159.45455,86.5340087079,99.1790180221
1122189.69697,86.9066292589,99.6675358764
1125219.93939,86.5867658821,100.12893601
1128250.18182,87.1275368756,100.955975939
1131280.42424,87.6534210044,102.11716657
1134310.66667,86.5060549698,101.25657674
1137340.90909,86.239811028,100.973939099
1140371.15152,87.288277137,102.853514483
1143401.39394,86.6558817306,102.393520563
1146431.63636,86.6614425981,103.275900847
1149461.87879,86.2687270126,105.295969796
1152492.12121,86.966002818,104.160065463
1155522.36364,86.7020754176,104.48874958
